KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-v˝mÏra;Vinice(4)-v˝mÏra;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-v˝mÏra;DOMY_S_CP;STAVBY_S_CE;LV
747017;BÌl· u Sedla;516;4765521;723748;0;0;29456;3816;1018877;2640577;17263;16114;315670;24;9;68
747025;Lhota u Sedla;588;3326355;539354;0;0;26246;0;925573;1359848;86341;17309;371684;30;0;72
747033;Sedlo u »ÌmÏ¯e;756;10930202;1426564;0;0;40495;0;1024429;7692423;255545;34272;456474;66;0;136
747041;Sedlo u HoraûÔovic;1125;3581232;1393430;0;0;30218;0;1538603;311465;52963;33203;221350;42;0;129
747050;St¯elskohoötick· Lhota;1219;3417702;1923115;0;0;26507;0;711386;407424;79074;47988;222208;47;0;147
747076;Polom v Orlick˝ch hor·ch;543;2667225;154117;0;0;2003;0;1758744;489673;40163;32626;189899;57;14;125
747084;SedloÚov;1636;16334650;22767;0;0;9113;0;3633999;11779009;50980;86136;752646;129;32;284
747092;Sedmp·ny;543;4915270;2833320;0;0;66301;5223;350859;1344493;21061;52839;241174;53;7;143
747106;Sehradice;2110;9089884;2895073;0;0;109776;28738;960347;4496782;47202;136333;415633;234;3;462
747114;Bor u NedvÏdice;488;2014886;946305;0;0;29994;7610;421901;475568;3511;18145;111852;22;1;69
747131;Sej¯ek;847;5490889;2017149;0;0;63614;12264;586312;2502027;16640;42891;249992;54;5;114
747149;Selmice;1010;5424574;1880580;0;0;68377;0;1801909;1019433;194013;84113;376149;59;0;119
747157;SemanÌn;2038;8800316;2606194;0;0;249049;74270;740613;4226820;10649;68582;824139;180;1;311
747165;SemËice;925;3967426;3086500;0;0;131313;24154;78449;199998;33731;191603;221678;236;0;376
747181;Semechnice;2370;7764047;4436234;0;0;150014;3509;1194738;739712;678098;162825;398917;180;0;345
747190;Rvenice;529;4412779;3721368;0;0;31528;0;134687;122152;42530;49584;310930;59;1;113
747203;SemÈnkovice;473;1054225;681302;0;0;30927;0;30775;49894;23536;39856;197935;55;3;103
747211;Semice nad Labem;1530;9437721;6382267;0;0;164734;12448;237472;1402321;495976;187560;554943;337;65;714
747220;Nov˝ Dv˘r u PÌsku;585;2999046;1480865;0;0;59411;0;1016654;110859;96194;45161;189902;49;1;135
747238;Semice u PÌsku;1355;3373708;1884592;0;0;115300;0;622566;228373;33992;95098;393787;171;2;343
747246;Semily;8195;10791691;1517548;0;0;752864;195786;2899268;2698267;239404;616793;1871761;1338;4;2937
747271;BÌtouchov u Semil;1911;3716948;466474;0;0;173934;27922;1470300;1227027;57622;55889;237780;178;6;377
747289;Sp·lov u Semil;723;1799892;288248;0;0;38991;2535;396017;871876;39116;19272;143837;58;15;139
747319;SemÌn;2149;7424937;2484036;0;0;206584;3871;686430;3180354;300795;123552;439315;235;4;450
747327;Borovice u HoröovskÈho T˝na;493;2729400;1861855;0;0;32577;0;309069;361516;23379;21424;119580;17;3;50
747335;K¯akov;1055;4982462;3286850;0;0;22396;19464;878428;346059;171879;46135;211251;16;3;67
747343;SemnÏvice;1489;7650754;3697913;0;0;29961;0;621933;2954897;25352;51193;269505;38;0;71
747351;VÏvrov;682;4055941;2928000;0;0;19519;0;269945;673965;23724;25039;115749;15;5;49
747360;Semonice;1320;3849858;2448002;0;0;103858;18077;905122;13311;57597;68355;235536;95;0;234
747386;SemtÌn;2208;4582624;590896;0;0;58458;0;20764;1949729;58932;400249;1503596;102;0;479
747394;Sendraûice u KolÌna;3522;6115140;3588007;0;0;291397;11413;18933;281574;121386;257477;1544953;567;0;849
747408;Sendraûice u Smi¯ic;1345;5008493;3513821;0;0;97115;2606;488715;313410;73141;109726;409959;141;0;263
747416;Senec u RakovnÌka;893;4395563;1053157;0;0;124918;26038;251469;2492656;61639;54223;331463;107;31;278
747424;Seneönice;642;3084484;1573582;0;0;130797;0;235349;825465;11587;38192;269512;49;37;134
747432;Senet·¯ov;1463;13839765;3408926;0;0;148246;4999;703097;8957564;47051;96017;473865;205;1;443
747441;Senice;429;4469695;4003183;0;0;44571;28440;1669;0;51591;91560;248681;93;0;218
747459;Senice na HanÈ;2950;11114439;8940776;503152;0;271823;12159;59758;218952;97821;245889;764109;421;0;755
747467;Odrlice;669;4334891;3506603;0;0;91721;29927;1012;350863;703;54775;299287;75;1;209
747475;SeniËka;1125;5691987;4255770;0;0;152257;2805;70086;804988;39009;83600;283472;139;1;317
747483;Seninka;2057;7263882;142433;0;0;47429;6851;2341458;4147516;29186;62776;486233;107;10;251
747491;PÏtihosty;762;3849193;2483436;0;0;158314;57384;315071;433597;28808;61094;311489;94;20;252
747505;Senohraby;2362;3434499;849638;0;0;663591;10177;165503;1088326;19203;124223;513838;437;295;958
747513;Nouzov u Senomat;537;1298531;1098417;0;0;23149;9050;43536;27224;38;35211;61906;63;7;129
747521;Senomaty;2264;9443446;5587742;89891;0;108387;24559;261721;2372782;93573;146381;758410;322;3;572
747530;Senorady;2160;9623196;4373157;0;0;107507;9959;741834;3636712;155667;99983;498377;164;67;350
747548;NeËice;475;1948339;178157;0;0;27612;11448;1342310;218233;31695;13348;125536;14;0;100
747564;Senoûaty;2443;12897022;6134366;0;0;233373;50241;1048402;4399712;331547;156374;543007;292;0;569
747572;Syrov;775;4687267;2468415;0;0;53986;0;717688;1178068;54041;33921;181148;39;2;125
747581;Sentice;1729;9284713;2434287;0;0;247170;47649;359399;5692110;64621;107247;332230;208;129;549
747599;LÌönice u Sepekova;2906;8253495;4258555;0;0;98496;3316;968799;2416074;166269;70753;271233;87;0;228
747602;Sepekov;7081;17618337;6819677;0;0;288008;11477;1663003;6974943;695431;272815;892983;423;8;735
747611;Z·löÌ u Sepekova;743;2655986;1638562;0;0;9625;2644;237810;628506;18582;30238;90019;23;0;61
747637;SetÏchovice;1288;3202286;590992;0;0;83708;0;1319490;708192;5143;23843;470918;41;1;90
747645;Sezemice;1019;4404378;2721316;0;0;83594;289608;187655;835367;2820;47951;236067;65;2;156
747661;PoËaply nad LouËnou;1167;2158642;1612164;0;0;133732;13534;109026;7229;134169;40526;108262;84;54;352
747670;Sezemice nad LouËnou;3954;6853829;4328127;0;0;331139;42371;251474;557040;421277;289344;633057;767;10;1415
747688;Sezimovo ⁄stÌ;7227;8442583;1221836;0;0;671889;0;484477;3342304;728510;500432;1493135;1607;1057;4794
747751;KvÏtnice;2063;2837259;2174327;0;0;94080;0;149479;18212;64980;106482;229699;531;6;994
747769;Sib¯ina;1038;2559409;1844181;0;0;297930;12182;71876;0;19030;83551;230659;229;4;400
747785;Stupice;361;1858456;1595383;0;0;46366;0;10632;0;2796;40981;162298;49;0;129
747793;Sidonie;1227;7507458;306846;0;0;92808;32768;651454;5993860;31800;49833;348089;109;20;288
747815;Sil˘vky;7679;6000513;2523350;0;110131;228299;25333;68564;2473037;31923;112423;427453;279;66;680
747823;Sir·kov;1176;7002386;3603390;0;0;66489;0;1685255;1223486;53734;70299;299733;86;0;184
747831;Si¯ejovice;1220;6161259;5345832;296201;0;52753;40559;34135;5229;27994;75578;282978;106;1;238
747840;Sivice;3154;7262936;3449862;0;34778;314557;5363;35986;2490312;67203;205739;659136;311;41;847
747858;Sk·la u HavlÌËkova Brodu;613;1931862;945708;0;0;56055;0;405350;314549;54947;31558;123695;49;52;170
747866;Sk·la u Chrasti;489;4900881;963937;0;0;60039;14657;42407;3684285;14153;29189;92214;59;3;113
747874;Skalice u Dob¯Ìöe;1150;10858733;1690188;0;0;56518;104;663162;8154636;22235;35707;236183;59;5;185
747882;Rybova Lhota;702;6511452;1954842;0;0;124700;0;737528;3189338;145726;48080;311238;72;5;166
747891;Skalice nad LuûnicÌ;2003;6375340;2727197;0;0;110324;0;532350;2160074;320117;67909;457369;96;108;366
747904;Skalice u »eskÈ LÌpy;3633;11547945;4266639;0;0;436197;5333;3115968;2307842;154495;175767;1085704;432;101;779
747921;»Ìbuz;592;1533276;1029338;0;0;48494;0;191239;13134;47091;30393;173587;40;0;117
747939;Skalice u Smi¯ic;1384;4324388;3323065;0;0;130882;0;252109;219122;90352;77460;231398;111;0;279
747947;Skalice u Znojma;1073;9473611;7556343;0;0;91838;25643;30516;1154995;57317;130030;426929;193;0;483
747971;Skalice u Fr˝dku-MÌstku;4543;9855918;3960401;0;0;760963;0;1834949;2115152;173221;155695;855537;458;213;1189
747998;Skalice nad Svitavou;1618;3003656;1459976;0;0;118240;15850;473535;191932;62054;103719;578350;173;0;450
748005;SkaliËany;760;6735772;1686019;0;0;34899;0;632568;3873527;230573;36377;241809;49;1;171
748013;SkaliËka nad Labem;650;2439906;1837851;0;0;53575;0;207642;52499;36385;42263;209691;67;1;222
748021;SkaliËka u Hranic;1785;4141012;2292127;0;0;151224;26135;508586;597379;114488;95181;355892;163;3;311
748030;Skalka u BlÌûevedel;438;2355701;1322539;0;0;55395;0;205441;607481;1158;28117;135570;32;7;73
748048;Skalka u Kyjova;3270;3032207;2303266;0;69252;151585;52261;28669;29585;65804;64984;266801;77;0;296
748056;Skalka u ProstÏjova;717;1736542;1178516;0;0;78937;26209;84254;121130;47825;44373;155298;110;1;210
748072;Skalka u Doks;765;5042000;2330510;0;0;86608;0;577119;1729822;3004;53170;261767;56;19;169
748102;Skaln·;2585;13280836;4061420;0;0;188551;21607;2380977;4901825;176283;170274;1379899;394;18;768
748111;Star˝ RybnÌk;429;2404921;1349865;0;0;23564;3592;509732;162455;78581;51393;225739;53;11;90
748129;Vonöov;445;4437018;889985;0;0;21731;0;409841;1848578;580705;30426;655752;31;4;66
748137;Such· u SkalnÈ;38;1175494;123466;0;0;0;0;617402;2781;83347;3430;345068;0;1;8
748145;Velk˝ RybnÌk u SkalnÈ;25;2139115;247936;0;0;0;0;157849;1669393;49485;2414;12038;0;0;5
748153;Skalsko;873;4969201;3707502;0;0;137761;23245;101771;563355;14583;111440;309544;147;2;286
748161;Sk·ly u ProtivÌna;1422;17753040;7600923;0;0;116565;5068;2398112;5895419;715807;149544;871602;144;1;349
748170;Sk·ly u R˝ma¯ova;664;5458449;505743;0;0;15486;0;3378055;1082423;12469;42053;422220;45;3;91
748188;KrtÌn;150;2633959;1443043;0;0;13904;0;26062;1057203;8159;8564;77024;2;6;25
748196;Skapce;721;5346251;3857585;0;0;50420;4226;252511;759131;71527;40260;310591;43;3;84
748218;Skaöov;1215;7223382;2752475;0;0;137195;16588;1025782;2711062;31656;91223;457401;118;8;224
748226;Skaötice;1269;7728861;5234259;0;0;155065;27129;28454;1271762;117899;120878;773415;151;0;373
748234;Sklena¯ice;3214;5659158;1565727;0;0;81968;19672;1488686;2125835;16123;43224;317923;137;1;369
748242;SklenÈ u Svitav;1304;9970480;3977625;0;0;131880;4362;422924;5111755;7709;60135;254090;80;0;150
748251;SklenÈ u éÔ·ru nad S·zavou;802;8447860;821093;0;0;17415;0;910658;6477199;241;26470;194784;58;8;134
748269;SklenÈ nad Oslavou;1076;6494106;2083194;0;0;73118;4132;668370;2884297;458709;44011;278275;94;50;233
748293;Sklenov;3074;10962758;1938342;0;0;529063;5141;1665938;5766206;181586;199766;676716;428;110;773
748307;Rychaltice;1750;9309986;3312646;0;0;384045;34507;1227368;3403111;105161;107406;735742;232;5;416
748315;SkoËice;416;6532953;1357546;0;0;59515;0;766140;3986186;102716;39397;221453;54;0;121
748323;SkoËice u P¯eötic;1197;6749485;3994223;0;0;139027;7144;710660;1237633;71032;111991;477775;160;1;277
748331;Skochovice;1747;9083200;5578715;0;0;123333;46983;386771;2109595;397440;127013;313350;157;0;317
748358;Skopytce;1389;4873176;2892670;0;0;47971;0;665955;1000228;56668;41387;168297;45;0;148
748366;Otradovice;970;11631351;764665;0;0;47796;0;236741;9966693;157004;47029;411423;78;122;310
748382;Skorkov;1301;5005668;1556349;0;0;133713;0;129224;2624499;109017;83639;369227;180;60;407
748391;Skorkov u Her·lce;900;6203882;2786961;0;0;45195;3251;1442010;1194749;235758;48389;447569;64;7;215
748404;Skoronice;5156;5435035;4336667;0;271913;60443;0;113823;176621;51617;102779;321172;178;0;583
748421;Petrovice u Skoroöic;1182;11129822;164081;0;0;63833;0;3680548;6743275;38767;53481;385837;35;3;63
748447;DolnÌ Skoroöice;1778;9302989;5977517;0;0;199170;0;1058190;801903;122614;131227;1012368;192;1;329
748455;TomÌkovice;977;6122703;3557760;0;0;180705;0;406014;1316924;71442;62044;527814;81;5;135
748471;HornÌ Skoroöice;1709;26078584;596425;0;0;141439;0;2577358;22011329;143804;65774;542455;59;5;134
748480;Skorotice u ⁄stÌ nad Labem;1900;1375821;182627;0;0;237532;2643;559741;0;6012;94231;293035;345;111;667
748498;ChlÈbskÈ;1096;2923840;544185;0;0;73152;0;605870;1181784;19747;28227;470875;55;37;143
748501;Skorotice;679;4167088;71199;0;0;42345;13257;1003078;2730035;1364;24210;281600;40;9;89
748510;BoöÌn u ChocnÏ;946;2517223;1212031;0;0;35084;0;755817;243038;95572;22167;153514;33;0;134
748528;Sko¯enice;1723;4459933;2902185;0;0;187146;0;232418;631360;36518;87968;382338;134;7;265
748544;Sko¯ice;2391;3740743;1585957;0;0;146376;0;1467112;68234;83538;66757;322769;114;40;272
748561;Skotnice;5501;9132752;6379630;0;0;349105;0;566199;890592;144395;159357;643474;274;0;574
748587;SkramnÌky;801;3133096;2865325;0;0;48283;922;13529;7346;16768;49422;131501;72;9;184
748595;éhery;513;2327219;2141914;0;0;20188;2530;4284;12044;2438;30000;113821;34;5;86
748609;Skramouö;336;2155481;1599161;0;0;28574;13856;74448;241785;3814;32368;161475;29;6;74
748617;SkrbeÚ;1519;7876458;6709861;0;0;197331;0;34793;55926;22240;161035;695272;333;4;583
748625;Bahna;229;1014406;132302;0;0;27666;0;214603;555814;0;4305;79716;5;0;25
748641;DolnÌ Smrûov;929;3589598;423648;0;0;98508;24325;1176362;1538972;15804;29845;282134;57;1;140
748650;Skrchov;844;2123674;1068528;0;0;63189;0;319579;321065;39240;28880;283193;46;1;142
748668;Skröice;613;4274699;3548053;0;0;89402;0;80036;132023;39742;77667;307776;71;0;177
748684;DobrËice u SkröÌna;456;2538461;1767836;0;0;38403;257;69620;279842;27485;14691;340327;27;1;127
748692;Chr·mce;212;1319593;564512;0;0;12891;509987;37937;0;1035;14365;178866;22;0;36
748706;SkröÌn;501;3120630;2188144;0;0;41070;40507;2900;266116;17472;27203;537218;48;0;113
748714;Skr˝chov;714;4197801;1044930;0;0;36538;0;795308;1995326;49786;18313;257600;28;0;103
748722;Dudov;1065;2325788;1372392;0;0;11699;0;244601;620812;6113;19693;50478;21;0;56
748731;Skr˝chov u Malöic;1149;4691931;2808690;0;0;32147;0;327381;1139705;181195;41323;161490;35;0;149
748757;NovÈ Dvory u Opa¯an;1403;5618390;3777259;0;0;68399;0;457235;945005;22875;69100;278517;48;2;178
748765;OlöÌ u Opa¯an;1673;5004597;2468805;0;0;96026;0;602673;1398197;110248;61913;266735;48;7;176
748773;Skr˝chov u Opa¯an;1154;2240520;1794030;0;0;49900;0;184810;31339;9712;36968;133761;47;0;95
748790;Skryje nad Berounkou;2135;15046838;1938950;0;0;142931;9561;510552;11566760;225026;83162;569896;135;144;415
748811;Sir·kovice;1530;3487058;2368694;0;0;97524;0;301706;360401;172510;50655;135568;52;1;152
748820;Skryje u GolËova JenÌkova;589;4170031;3005408;0;0;132024;8524;194571;265991;47957;98615;416941;80;2;189
748838;Stup·rovice;1159;1972757;1535858;0;0;59049;29247;206957;1767;9244;37406;93229;31;0;110
748846;LipÚany u SkryjÌ;413;3021399;2162218;0;0;2098;2671;68161;624007;52633;539;109072;0;0;46
748854;Skryje nad Jihlavou;300;4776776;2572470;0;0;14850;0;67436;1121610;155480;174591;670339;1;0;79
748862;Skr˝öov u Pelh¯imova;1094;3327555;2166420;0;0;68447;0;609511;265913;15573;33843;167848;72;6;192
748871;Sk¯eËoÚ;3549;4583440;1970278;0;0;577881;0;412802;108446;199648;461242;853143;826;9;1208
748901;Sk¯in·¯ov;1664;8980418;2706739;0;0;72006;12053;370786;5427863;70009;44641;276321;71;69;230
748919;Sk¯ipel;919;3050942;2576981;0;0;44976;6828;157870;24345;70352;45983;123607;59;1;201
748927;Sk¯Ìpov;1776;11078758;4492931;0;0;187529;0;1116782;2987652;138602;96320;2058942;185;1;354
748943;Sk¯ipov;2220;17335942;3108441;0;0;154216;0;613474;12952653;89957;123570;293631;234;1;343
748951;Sk¯ivaÚ;531;8735690;2580536;0;0;51132;12902;70959;5658872;109326;54070;197893;65;18;143
748960;Sk¯ivany;1364;6515350;2765908;0;0;213863;35751;1105215;1545501;111107;164138;573867;297;0;549
748994;HodynÏ u Skuhrova;595;1995336;459101;0;0;41862;10034;926529;387909;18582;33910;117409;32;75;157
749010;Skuhrov pod Brdy;1766;6685096;3212639;0;0;192674;38133;472695;2353965;49415;98860;266715;174;68;449
749028;Skuhrov u éeleznÈho Brodu;2287;4260990;295819;0;0;252689;34849;1882552;1401667;7941;58000;327473;207;22;458
749036;Skuhrov u HavlÌËkova Brodu;1787;4990039;3035807;0;0;54816;0;636012;952458;33267;65550;212129;101;13;236
749044;Skuhrov u »eskÈ T¯ebovÈ;679;7280849;2407688;0;0;125010;0;862487;3590152;769;39947;254796;96;1;144
749109;Skuhrov nad BÏlou;2042;8848044;3708716;0;0;314079;0;1404578;2631811;114689;174699;499472;277;0;511
749117;Skup·;1193;3521632;2534016;0;0;57806;14025;54520;631922;17095;50898;161350;35;6;81
749125;Malnice;536;5821467;4404028;926705;0;23257;0;18901;0;37778;48691;362107;40;0;132
749133;Skupice u Postoloprt;660;4184066;2947861;509922;0;13537;21253;219717;18791;111726;73287;267972;72;11;149
749141;Nov· Ves u SkutËe;124;1403870;196238;0;0;6880;6457;18399;1119566;2394;5719;48217;11;0;27
749168;SkuteË;5393;8429397;3347451;0;0;500912;150474;1853029;329667;70099;344690;1833075;846;8;2267
749176;SkutÌËko;917;2890874;1831472;0;0;62823;14564;344512;476558;869;34560;125516;54;0;130
749184;CÌrkvice u KolÌna;782;2450526;1611145;0;0;82719;29531;145418;380842;23366;60128;117377;101;0;202
749192;SkvrÚov;937;6169702;3904114;0;0;61410;39209;130859;1714317;14852;84626;220315;103;3;226
749206;Sky¯ice;234;3195023;85587;0;0;11114;166919;49820;0;28470;64641;2788472;14;0;37
749214;Velebudice;436;2127219;9204;0;0;64;0;14060;59378;29800;226333;1788380;50;0;84
749222;Skytaly;781;10290374;3122073;559163;0;55062;92920;178048;5586127;35192;57101;604688;36;4;73
749231;VrbiËka;601;4027005;1526425;0;0;47479;759076;977755;176298;24050;49546;466376;22;1;52
749257;Slabce;1927;8305864;3864521;0;0;108040;21389;851541;2629831;123878;125863;580801;145;54;374
749265;NemÏjice;859;3564102;1603685;0;0;48007;0;1263718;390008;17352;47970;193362;43;0;154
749273;PÌseck· SmoleË;1590;9529179;2549717;0;0;100443;2823;802972;4931463;666920;78617;396224;99;47;339
749281;SlabËice;1057;4387261;1682674;0;0;76769;3945;1030016;1129225;55405;59404;349823;69;2;216
749311;Bo¯kov;1504;3294786;714422;0;0;42097;12280;1346644;805890;87607;31628;254218;86;0;199
749320;Ho¯ensko;581;2314857;320793;0;0;39789;2909;523456;1301389;14009;14906;97606;52;0;95
749338;NedvÏzÌ u Semil;1182;2599995;546964;0;0;35894;15239;1157809;493965;28238;44528;277358;88;0;152
749354;Slan·;1210;2053846;150578;0;0;21468;16327;1131598;462557;24390;34787;212141;89;0;159
749362;Slan˝;8746;13982971;6600182;0;9206;612206;1389649;298551;190438;152002;1104426;3626311;1756;586;6199
749508;Otruby;559;2468256;1992413;0;0;7887;0;70927;24980;27927;29035;315087;31;20;117
749516;Blahotice;220;2687517;434066;0;124036;10584;1534419;18593;52404;248996;16252;248167;11;0;62
749524;Netovice;417;2194791;1724324;0;0;24480;39574;15018;58740;13019;22088;297548;27;13;96
749532;KvÌc;2132;4022016;2436457;0;165080;200171;95770;99355;179507;56073;181144;608459;418;79;714
749567;MoraveË u MladÈ Voûice;843;2549922;1327785;0;0;45436;30121;361013;625747;37634;18802;103384;23;0;94
749575;Slapsko;1759;6542146;3449767;0;0;81836;13898;1143241;1310394;144198;67212;331600;65;8;221
749605;P¯estavlky u Slap;3207;5085623;1679175;0;0;307627;53223;384442;621931;1164565;103177;771483;111;729;1190
749613;Slapy nad Vltavou;1921;15157019;1683614;0;0;237087;47056;152713;12187942;127530;112964;608113;286;91;532
749621;Slatina u Velvar;1126;5214599;3937233;0;0;160696;17244;78915;349539;69982;110294;490696;210;0;318
749630;Slatina u HoraûÔovic;2635;5645173;2920460;0;0;40120;10324;872192;1165628;67816;47568;521065;54;13;235
749648;Slatina pod Hazmburkem;1054;6939243;5431364;0;0;108483;285407;265300;66574;183476;95265;503374;131;4;264
749656;Slatina u Hradce Kr·lovÈ;1532;4113441;2625150;0;0;159952;1935;178544;736367;74042;117220;220231;247;23;467
749664;B¯ezinka;371;1342160;233671;0;0;23115;0;387711;486881;0;9885;200897;8;0;22
749672;Slatina u JevÌËka;532;2641735;1574641;0;0;58879;11865;176099;458246;23173;32957;305875;60;0;101
749681;Slatina u VysokÈho M˝ta;1834;4294062;2454707;0;0;133765;0;1304883;20322;65028;60541;254816;127;0;354
749699;Slatina u Jeviöovic;1156;8042170;4698642;0;0;83213;15881;120038;2673710;72435;100954;277297;117;0;229
749729;Slatina u BÌlovce;2013;7468174;3685810;0;0;241970;0;469590;2679814;13508;106209;271273;245;1;406
749737;V˝ökovice u Slatiny;630;3106880;712645;0;0;81408;2871;282934;1884215;8947;45904;87956;77;1;137
749761;Slatina nad ⁄pou;2006;10109056;4007949;0;0;268378;28330;1370078;3748631;133649;109684;442357;205;28;401
749770;Slatina nad ZdobnicÌ;2886;16308928;8317406;0;0;434998;6391;2862912;3676781;119935;216637;673868;313;23;660
749788;KunËÌ;1031;2430130;1877723;0;0;49729;10214;23908;177847;99362;41841;149506;69;133;300
749796;SlatiÚany;3902;7015322;2485346;0;0;391375;166056;211789;2253627;94323;381566;1031240;831;54;1686
749800;äkrov·d;1080;1797937;973105;0;0;110432;31795;62948;309428;43465;81750;185014;170;22;328
749818;Slatinice na HanÈ;2237;7440230;5028998;0;0;319688;98172;86662;1178762;15129;147468;565351;380;36;763
749826;Slatinky;1332;8026341;3561683;0;3597;217382;91064;404234;3416607;8743;73728;249303;195;39;624
749842;MilÌËeves;1416;4380831;1952675;0;0;61571;11568;678986;1251283;65672;66474;292602;82;0;225
749851;Slatiny;2442;7377796;5406475;0;0;112879;38182;487635;803039;67622;129082;332882;136;0;429
749869;Dobrkovsk· Lhotka;1044;3250424;546322;0;0;64820;0;1003683;1205882;68339;32867;328511;76;30;188
749885;Keblany;747;2643494;1170591;0;0;24660;0;215271;962836;31385;18114;220637;41;5;139
749907;Mohu¯ice;1290;5119022;2803795;0;0;72267;0;541834;1282955;63343;39864;314964;74;4;151
749915;SlavËe u Trhov˝ch Svin˘;1504;5267676;1811037;0;0;68013;0;1347331;1483836;132237;71654;353568;117;3;263
749931;SlavÏtice;1353;9503967;4385229;0;0;90613;5345;340387;3531563;321773;156578;672479;101;0;175
749940;ÿÌsnice;278;3438862;2157744;0;0;36756;0;294717;744108;10732;36602;158203;27;3;86
749958;SlavÏtÌn u NaËeradce;305;5450981;2202665;0;0;40793;0;412458;2605616;20250;39529;129670;35;3;114
749966;ZdimÏ¯ice u NaËeradce;196;2317984;712753;0;0;23268;0;117095;1361409;30750;12624;60085;9;8;47
749974;SlavÏtÌn u Slavonic;951;7202585;3111825;0;0;28079;5602;831896;2881254;40700;39343;263886;45;0;84
749982;Kystra;434;2065735;1454543;139972;0;21112;11201;68816;33326;105965;36310;194490;42;0;125
749991;SlavÏtÌn nad Oh¯Ì;1772;6338975;4991101;0;0;73075;16792;5915;763735;29047;112998;346312;223;0;363
750000;Jeöov;537;1914300;1053866;0;0;45665;0;31710;688204;750;28715;65390;52;0;97
750018;SlavÏtÌn u Litovle;1305;4902127;2015670;0;0;82561;1160;236217;2329668;13338;47735;175778;76;2;157
750026;SlavÏtÌn nad MetujÌ;899;5549859;3739218;0;0;63070;42451;744363;339791;216874;94859;309233;99;0;206
750034;Slavice;1575;8076076;5653742;0;0;145678;0;322425;1472166;94597;81254;306214;95;7;349
750042;SlavÌË;2519;5292686;3842670;0;0;207262;76729;435749;91872;171269;86389;380746;112;32;391
750069;Divnice;2940;7249525;1658687;0;0;72407;2793;1173775;3086846;47374;151569;1056074;120;4;321
750077;Hr·dek na Vl·rskÈ dr·ze;3480;6805303;2207425;0;0;132653;58502;1800399;1691706;48838;177295;688485;217;22;625
750085;SlaviËÌn;7302;11998168;3598545;0;0;278627;15512;2153055;4374002;130829;316904;1130694;752;46;2674
750093;Okraöovice;720;2568940;1926777;0;0;31835;0;290377;139398;32244;22407;125902;23;0;100
750107;PozÔ·tky;580;3451913;2029835;0;0;36942;0;380088;686204;24093;28984;265767;35;11;103
750115;SlaviËky;438;3030076;2544442;0;0;34424;5891;146143;19230;45143;50354;184449;50;1;118
750123;DolnÌ Vestec;374;2347089;566132;0;0;36271;3190;776529;859119;4634;19048;82166;26;1;64
750140;Kocourov u SlavÌkova;729;2720494;993317;0;0;17428;0;626819;634540;237541;31147;179702;30;99;192
750158;Rovn˝;432;2371490;1314743;0;0;50721;12053;399566;446110;5622;25228;117447;45;0;93
750166;SlavÌkov u ChotÏbo¯e;806;5302061;1856020;0;0;78501;4613;928132;2059296;28338;52394;294767;64;4;140
750182;SlavÌkov u N·choda;332;1523530;676739;0;0;43852;16839;312842;374997;1022;21299;75940;31;0;74
750191;NevdÏk;128;1773595;11477;0;0;9106;0;208468;1510875;0;3748;29921;6;0;21
750204;SlavÌkovice;1182;3367353;1486326;0;0;55708;0;920661;707602;9130;34562;153364;46;3;109
750212;SlavÌkovice u Jemnice;2009;5481186;4540338;0;0;78216;0;205936;300339;91708;48902;215747;79;0;271
750221;VÏt¯nÌ-KaliötÏ;176;2064786;7625;0;0;6562;0;987286;973158;643;5074;84438;10;1;22
750247;Slavkov u »eskÈho Krumlova;297;2246068;6880;0;0;12565;0;1486389;503084;24991;14983;197176;28;2;49
750255;CipÌn;194;3416496;0;0;0;935;0;2170535;1099702;15673;964;128687;1;0;16
750263;éestov;229;2250217;5920;0;0;21976;3293;1331620;726392;18496;7530;134990;7;6;39
750271;Slavkov u UherskÈho Brodu;3506;13754989;3450930;0;0;194645;16049;3250936;5616354;177891;155601;892583;287;0;843
750280;Slavkov u Opavy;4574;11043093;6880280;0;0;407710;0;820969;1752788;284552;264638;632156;540;29;1103
750298;Slavkov pod Host˝nem;2350;5206674;1712883;0;0;194070;26685;640548;2221899;19720;77337;313532;210;58;487
750301;Slavkov u Brna;9641;14946465;9297651;0;23048;1021206;158497;240437;199024;291778;770463;2944361;1470;52;3641
750310;Slavkovice;1575;4836369;2420042;0;0;84593;19064;1143777;651670;87818;74848;354557;118;2;255
750328;SlavnÌË;770;2136535;774754;0;0;52809;2809;394632;602069;25236;29988;254238;45;66;173
750336;Kadolec u Slavonic;182;2322599;506577;0;0;12933;18285;519330;1153249;773;10258;101194;9;0;26
750344;Ma¯Ìû;620;4530274;1938829;0;0;29688;0;565386;1419505;148491;27073;401302;28;0;72
750352;Mutiöov;647;5304782;2914433;0;0;34551;0;596206;1341680;59427;28277;330208;31;1;70
750361;Slavonice;3587;17360869;6803397;0;0;297475;89136;918219;6889431;630410;306447;1426354;624;0;1006
