KU_KOD;KU_NAZEV;CELKOVY_POCET_PARCEL;CELKOVA_VYMERA;Orn· p˘da(2)-v˝mÏra;Chmelnice(3)-v˝mÏra;Vinice(4)-v˝mÏra;Zahrada(5)-v˝mÏra;Ovocn˝ sad(6)-v˝mÏra;Trval˝ travnÌ porost(7)-v˝mÏra;LesnÌ pozemek(10)-v˝mÏra;VodnÌ plocha(11)-v˝mÏra;ZastavÏn· plocha a n·dvo¯Ì(13)-v˝mÏra;OstatnÌ plocha(14)-v˝mÏra;DOMY_S_CP;STAVBY_S_CE;LV
644978;Horusice;1621;12912591;4225518;0;0;51352;0;942976;1040289;5336004;74798;1241654;91;1;265
644986;Drouhavec;873;2597146;458951;0;0;42468;0;1240907;675297;4672;26870;147981;25;1;111
644994;Hory Matky BoûÌ;584;1064747;147646;0;0;67352;0;423753;245708;713;43464;136111;125;18;207
645001;Ho¯any u Po¯ÌËan;307;3795993;3347188;0;0;46996;0;33825;0;4234;61640;302110;73;0;151
645010;Ho¯any;314;6402245;330011;0;0;20614;120116;4425;2362706;15075;7023;3542275;7;0;42
645028;Ho¯·tev;2513;7153080;5423077;0;0;145667;12399;22259;821421;145840;179361;403056;290;4;515
645036;Ho¯ejöÌ KunËice;1060;8495093;4329346;0;0;53004;0;1802070;1537122;44530;87885;641136;54;10;112
645044;Kerhartice u Budiöova nad Budiöovkou;202;4933452;905588;0;0;0;0;987440;1919623;866873;2513;251415;2;0;17
645052;Medlice u Budiöova nad Budiöovkou;543;5701871;492341;0;0;2474;0;2467363;2024738;418917;12731;283307;4;1;28
645061;B¯ezina u Ho¯epnÌku;447;3242695;2018045;0;0;12759;0;410928;485714;60851;32029;222369;28;0;99
645079;Ho¯epnÌk;2899;8244577;5450689;0;0;132979;7711;958281;887909;122709;138218;546081;266;4;476
645087;Rovn· u Ho¯epnÌku;1893;4305015;2226369;0;0;30610;0;646447;1144719;7793;31705;217372;40;1;132
645109;Ho¯esedly;1611;5842757;3990581;1237002;0;65480;0;46643;11271;54293;142573;294914;139;0;235
645117;Ho¯eöovice;808;4359134;2937304;179276;0;55942;3119;84132;603590;49638;71009;375124;102;0;222
645125;Ho¯eöoviËky;534;3708000;3170587;183090;0;38393;0;16318;0;16438;57124;226050;58;0;153
645133;Ho¯etice;2008;7593282;4185384;0;0;96671;7684;1154144;1420016;195885;92913;440585;83;8;220
645150;Ho¯ice u Humpolce;796;3909813;2184381;0;0;46348;0;312428;1046214;21459;35789;263194;54;1;169
645168;Ho¯ice v PodkrkonoöÌ;8511;8434183;2193326;0;0;971603;391331;461059;1822414;29782;855882;1708786;2039;63;4001
645214;Libonice;797;1661159;1153000;0;0;87669;12539;172579;0;19139;84074;132159;110;0;282
645222;Chvalina;393;1679496;1436736;0;0;32021;20690;18614;0;4803;38649;127983;33;0;83
645231;Ho¯ice na äumavÏ;1087;5198651;578;0;0;167655;31803;3268238;885027;33964;69901;741485;185;0;344
645249;M˝to u Ho¯ic na äumavÏ;511;7060458;33617;0;0;35039;31679;3040228;3298272;24957;14655;582011;27;2;78
645257;Skl·¯e na äumavÏ;191;2641731;0;0;0;14870;2291;2020216;391111;25333;7546;180364;11;0;42
645265;äebanov;486;7384889;677772;0;0;8365;9650;3917042;2277903;32528;15338;446291;21;11;63
645273;SvÌba;200;3954363;256154;0;0;0;7569;1745940;1661654;25607;3157;254282;4;0;30
645281;Ho¯iËky;994;2600143;1271402;0;0;184392;0;309609;545990;4013;63931;220806;143;5;245
645290;ChlÌstov u Ho¯iËek;658;1844424;1186259;0;0;60180;0;156224;258678;8030;30340;144713;51;20;129
645303;Litobo¯;748;3514724;2175666;0;2542;175062;95848;296843;421570;22749;61260;263184;89;0;161
645320;Broz·nky;815;2799567;2110862;0;0;71898;132013;390;112500;138386;61189;172329;70;0;210
645338;Ho¯Ìn;1790;6537587;4141921;0;0;63035;328232;146461;262901;307112;151656;1136269;125;2;256
645346;Vrbno u MÏlnÌka;517;2881043;1886010;0;0;40351;2813;265767;37196;231580;104693;312633;68;1;133
645354;ZelËÌn;233;2191613;1761324;0;0;2785;0;37691;85059;60375;26318;218061;6;0;29
645362;Ho¯inÏves;885;5189021;4224506;0;0;116936;59181;122593;263125;24425;84753;293502;142;0;299
645371;Ho¯ovice;5980;5690011;2574617;0;0;419097;79278;515843;163459;106577;509331;1321809;981;16;2403
645389;Velk· VÌska;2460;3855541;1964259;0;0;239285;54124;277369;596991;90125;192868;440520;505;0;1340
645486;Hokov;756;3524819;2333820;288727;0;38859;14173;184727;278680;38850;47096;299887;53;6;117
645494;Ho¯oviËky;1006;7673068;4460809;440998;0;75628;13782;135519;1847623;138304;101011;459394;103;3;202
645516;Vrbice u Ho¯oviËek;728;5223277;3028791;569281;0;27400;0;256178;1036647;22669;39543;242768;39;6;97
645524;Dob¯ejovice u HosÌna;3016;20449507;2309861;0;0;73796;0;1450609;15716584;136919;83692;678046;112;0;231
645532;HosÌn;2060;10522773;3211884;0;0;122153;16995;1273275;4216914;46532;116142;1518878;210;1;411
645541;HodÏjov;692;3729740;1456069;0;0;49060;0;1359660;501379;14380;31045;318147;41;0;108
645559;Hoslovice;955;5735595;1853086;0;0;43565;0;1806220;1499975;29613;45454;457682;67;0;186
645567;äkroboËov;265;1309898;6610;0;0;17239;0;894890;236495;3095;10857;140712;14;0;61
645575;HospozÌn;749;8061840;7300200;0;0;101076;15432;4719;6284;106470;174431;353228;196;2;411
645583;Hosp¯Ìz;1349;5688666;2096872;0;0;32752;0;1179474;1449800;203887;62975;662906;95;1;240
645591;Hrutkov;603;2913907;1894082;0;0;26560;0;514988;198149;110587;33179;136362;28;0;67
645605;KaËlehy;987;8740724;2009962;0;0;55708;0;1259314;2908064;2016387;60319;430970;48;8;125
645613;Hostaöovice;1777;9267777;1088732;0;0;255874;10445;1265665;5934630;16345;122110;573976;261;4;493
645621;HostÏjeves;289;1915316;450189;0;0;37556;0;733173;481657;52082;15141;145518;25;1;47
645630;NekrasÌn;346;1980593;779344;0;0;26197;0;424222;517422;61000;14743;157665;21;0;58
645648;Pejdlova RosiËka;266;1631742;433410;0;0;7015;0;477531;587116;41243;6232;79195;9;1;28
645656;HostÏjov;574;941955;763123;0;31750;16163;22301;11201;21773;0;21523;54121;30;1;107
645664;HostÏnice;2271;20003552;948498;0;0;148116;11279;827073;17276713;66419;87188;638266;241;181;766
645672;HostÏradice na MoravÏ;2781;14367595;9701214;0;1012011;169979;31749;57772;1697047;95629;192288;1409906;318;1;596
645681;Chlupice;761;3814551;3322150;0;0;27317;4937;63641;47885;18461;53338;276822;66;0;133
645699;MÌöovice;1598;9272954;6728006;0;438871;52968;9044;62879;970909;77941;99916;832420;95;0;257
645702;HostÏr·dky;2221;4678678;3716235;0;67699;178979;29419;28037;45770;55138;115869;441532;324;2;719
645711;»·stkovice u HostÏtic;555;2328757;1097354;0;0;21978;0;446045;604289;30223;21560;107308;22;24;72
645729;HostÏtice;560;2165710;1258174;0;0;58732;34130;341961;320711;3370;26557;122075;33;0;65
645737;Hostim u Berouna;1253;3097350;822525;0;0;44435;16774;561542;1059071;36973;23431;532599;55;8;125
645745;Hostim;3217;19001485;7340919;0;0;138988;0;442560;10026250;208464;149176;695128;187;0;402
645753;Ji¯ice u Moravsk˝ch BudÏjovic;541;3842803;2911697;0;0;21345;0;95147;560700;51396;37514;165004;34;0;112
645761;HostÌn u Vojkovic;1558;4784369;4095941;0;0;48723;0;1670;105203;57068;85858;389906;128;0;272
645770;HostinnÈ;3900;8066819;1119269;0;0;424142;118773;1286781;3146942;244549;458123;1268240;780;4;2046
645788;Hostiöov·;1293;2648399;1686724;0;0;155787;254672;57618;249038;12521;52602;179437;147;5;334
645796;Hostiöovice;1037;5059116;1995242;0;0;48516;0;374856;2095016;244242;40579;260665;46;9;135
645818;PodruhlÌ;399;1189985;643004;0;0;27660;0;238811;181843;6853;22159;69655;30;0;56
645834;Hostivice;4841;6050284;3725061;0;0;286140;89096;104902;4105;149764;436813;1254403;1080;1;1870
645842;Litovice;3820;8435904;5576828;0;0;309404;59424;150135;473276;525768;297369;1043700;1038;7;2158
645869;Hostokryje;785;3353785;2419422;44060;0;42579;9755;96122;363014;67750;64628;246455;61;6;160
645877;BezdÏdice u Hostomic;837;2057607;1508090;0;0;48851;9522;283622;38675;50019;29545;89283;53;0;202
645885;Hostomice pod Brdy;7078;20278338;7744839;0;0;314662;114907;3653987;7187094;212725;309525;740599;589;23;1133
645915;Hostomice nad BÌlinou;1669;2998138;1151272;0;0;121364;0;295381;86589;155468;129657;1058407;256;13;416
645923;HostouÚ u Prahy;2727;10342590;8376634;0;0;316083;80752;350188;318756;55668;186760;657749;417;4;699
645931;Horouöany u HostounÏ;337;1331530;779891;0;0;7468;0;272238;146147;4663;14677;106446;8;4;33
645940;HostouÚ u HoröovskÈho T˝na;1801;6373248;3572646;0;0;126080;2633;1210095;658108;33239;114353;656094;179;2;327
645958;MÌrkovice;221;2284845;1496498;0;0;20868;0;215970;427109;10501;17127;96772;14;1;35
645966;Slatina u HostounÏ;297;4593016;1922179;0;0;12070;0;201322;2168351;129541;18732;140821;9;4;42
645974;Svrûno;965;5644162;1247150;0;0;16842;0;1675134;1942947;91025;34832;636232;24;6;65
645982;Hostovice u ⁄stÌ nad Labem;726;3380004;239701;0;0;73901;0;930777;1786884;5187;30052;313502;92;15;155
645991;Hostovice u Pardubic;903;4947858;3869597;0;0;66592;0;194961;71526;100254;73830;571098;87;6;174
646008;Hostovlice u »·slavi;768;5850823;4889210;0;0;151178;8220;67686;155099;37492;124012;417926;119;0;286
646016;Hosty;3592;8571714;4363043;0;0;152677;217;924461;1925090;638937;79745;487544;93;16;256
646032;Paöovice;1494;3691908;1260522;0;0;27092;0;634962;1112347;319359;27194;310432;27;37;118
646059;Hoöù·lkov·;9872;26895901;3875847;0;0;268437;29354;4454023;16452247;100544;297570;1417879;634;27;1482
646075;Hoöù·lkovice;3162;5295143;1719991;0;0;907545;255986;455364;833263;180033;154125;788836;445;39;876
646091;Hoöù·lkovy;1048;8439128;2459121;0;0;120868;0;1003287;4372552;48442;78682;356176;99;5;192
646105;K¯Ìûov· ve Slezsku;922;4869699;0;0;0;128105;0;2410791;2035860;10445;21678;262820;6;37;96
646113;StarÈ Purkartice;684;6358599;953;0;0;78379;0;1292479;4662556;25747;26866;271619;31;31;110
646121;Vracl·vek;1433;8118318;686207;0;0;206386;0;2367404;4435473;27655;42274;352919;73;38;210
646130;B¯ezinka u Hoöùalovic;395;2711394;826535;0;0;17140;7400;103497;1645400;11047;19338;81037;18;0;58
646148;Hoöùalovice;564;1788319;886858;0;0;57933;0;383690;344175;7408;35084;73171;52;3;111
646156;Hoötejn;920;1828070;81896;0;0;82194;0;733566;518873;81894;38722;290925;120;5;201
646164;Hoötice u VolynÏ;664;3920019;871324;0;0;93922;0;2169266;438235;8444;50045;288783;88;0;179
646172;Milejovice;603;6245091;2205554;0;0;67209;31530;2021870;1265287;96933;44637;512071;59;0;145
646181;P¯echovice;608;3955448;400204;0;0;55341;5367;1895364;909300;57981;33464;598427;54;0;127
646199;Hoötice u Nemyöle;434;2802057;1866728;0;0;46928;0;152952;408148;101352;30404;195545;37;0;78
646202;Hoötice u LitenËic;2043;7575797;3002399;0;0;192424;89412;582704;3312091;17659;67742;311366;114;4;273
646211;Heroltice;1191;3040962;2320487;0;0;70641;13313;86537;10033;33500;99357;407094;146;0;245
646229;Hoötice;832;4199961;3657889;0;0;59898;20230;24422;0;38517;53403;345602;92;0;256
646237;Hoöùka;1575;11102639;4724079;0;0;57307;0;2736219;2765179;96010;83589;640256;98;5;186
646245;éebr·ky;1099;13328831;15755;0;0;23954;0;4010353;8660046;173448;62295;382980;40;10;77
646253;Po¯ejov;442;11718522;470;0;0;0;0;4238111;6970388;67804;6427;435322;1;0;16
646261;Hoötka;2326;6560399;4462197;23094;501402;145316;9915;312713;154802;94674;133448;722838;261;31;525
646270;Kochovice;717;1668978;899797;0;45936;46752;35205;18734;469464;4451;46734;101905;130;3;314
646288;Maleöov u Hoötky;884;7189327;5499144;432930;0;42407;2841;261553;384853;9050;95661;460888;78;4;152
646296;Veleöice u Hoötky;544;3376656;2752193;0;0;34726;0;93809;152625;13996;40806;288501;40;2;91
646300;Ben·tky u Houserovky;383;2406871;1088909;0;0;23809;0;360024;768563;61012;16789;87765;17;0;40
646318;Houserovka;571;2429309;1082902;0;0;30688;0;447508;704912;15181;17381;130737;33;1;85
646326;Janovice u Houserovky;751;3455767;1409274;0;0;47765;0;669581;1163208;14630;27786;123523;45;1;89
646334;Ostrovec u Houserovky;410;2424414;618683;0;0;14382;0;418424;1262244;51304;11233;48144;20;4;101
646342;HovÏzÌ;11048;22133484;1704260;0;0;355216;36855;6680419;10545427;178651;249602;2383054;733;17;1434
646377;Hovorany;6890;20994567;10761593;0;1658516;292166;686261;534575;4177176;89816;387458;2407006;727;2;1991
646385;HovorËovice;2801;2138763;1241059;0;0;369110;2816;190;40134;30213;181048;274193;864;3;1148
646393;Hrabenov;2810;6181903;1262294;0;0;260642;3067;1467884;2601878;23048;86390;476700;269;3;444
646407;HrabÏöice;1043;6161549;457581;0;0;75213;0;848351;4542481;1227;22634;214062;47;37;149
646415;Kr·snÈ u äumperka;720;2072408;21971;0;0;18458;0;420732;1403312;0;14389;193546;15;38;77
646423;HrabÏöÌn;1165;7923604;3049789;0;0;78411;16051;102871;4325208;63776;63926;223572;76;0;180
646431;HrabÏtice;3238;16039879;10638783;0;116679;111540;93938;630180;2317215;685112;189049;1257383;354;6;569
646466;Hrabice;948;7481605;657746;0;0;17376;20284;1070292;5208553;35600;29339;442415;48;0;122
646482;K¯esanov;1615;8419408;811069;0;0;22401;0;2600294;4302887;14223;24494;644040;43;3;112
646521;HrabiöÌn;2844;13837244;6025147;0;0;385941;0;3013873;3161197;117279;156025;977782;292;4;464
646547;Hrabov· u Dubicka;2032;8108057;2526964;0;0;181288;10599;604890;4008767;81801;114111;579637;198;6;375
646563;Hrab¯Ì;1340;7466742;1968430;0;0;60372;0;849264;4088989;14205;37631;447851;44;9;115
646571;O¯Ìkov;772;2545540;1441258;0;0;56257;0;319599;516584;24802;37008;150032;41;0;85
646580;HrabstvÌ;796;2887201;1316030;0;0;75562;0;193375;1130008;12198;60684;99344;97;0;151
646598;Hrab˘vka u Hranic;1102;3060033;812844;0;0;140609;0;70217;1573893;16267;63440;382763;99;42;239
646601;HrabynÏ;2580;10008180;3059426;0;0;245942;7449;533989;5433537;38227;148494;541116;264;3;545
646628;HradËany u éehunÏ;651;3811006;2614674;0;24624;156406;100979;55455;403245;15321;97803;342499;167;1;333
646644;HradËany u »eskÈho Dubu;1373;5895350;1997025;0;0;121728;4014;1212447;2145752;50865;50486;313033;52;40;199
646652;ChvalËovice;978;3670728;1096018;0;0;64168;5495;1078341;1177646;17844;28634;202582;29;23;129
646687;HradËany u Tiönova;1406;3059692;1691419;0;0;173735;24544;195108;439411;40739;89064;405672;203;80;486
646695;HradËany na MoravÏ;689;5330356;4234840;0;0;130825;27810;87454;453932;58215;76789;260491;101;1;279
646709;HradËany u ProstÏjova;683;3600522;3253925;0;0;53509;14081;17505;0;24912;51385;185205;87;1;178
646717;Kobe¯ice;1853;3312213;2731024;0;0;95623;23491;99730;21098;22405;50431;268411;94;0;247
646725;HradËovice;3807;6363681;2481093;0;5881;145563;0;1307471;1408224;83865;130456;801128;252;0;673
646733;Lhotka u HradËovic;1705;2904778;1403988;0;0;63771;0;668878;294634;8401;59052;406054;112;0;310
646750;Hradec u Stoda;1504;6731164;3539104;0;0;117173;0;615597;1372169;188903;93215;805003;197;170;485
646768;Lisov;406;3903368;2977459;0;0;61810;3043;61027;500850;11442;34885;252852;49;33;145
646776;St¯elice;425;5091763;3314050;0;0;41092;0;132070;1215065;79570;30299;279617;51;19;150
646792;Hradec u LedËe nad S·zavou;1119;5668298;2207790;0;0;116276;7123;769752;2256346;22348;68148;220515;97;7;199
646806;Ostrov u LedËe nad S·zavou;878;2525547;1377313;0;0;42112;0;489560;330139;24825;34841;226757;46;4;114
646814;Hradec nad MoravicÌ;3679;13855195;821332;0;0;466054;10594;2133831;8532966;224637;281051;1384730;762;40;1390
646822;Kajlovec;344;225223;12413;0;0;69036;0;31778;0;33423;37199;41374;93;4;125
646857;Hradec u JesenÌka;1127;2444213;1549041;0;0;78690;0;235884;246349;77018;44483;212748;69;3;143
646865;Nov· Ves u JesenÌka;761;2045299;883596;0;0;81865;0;191940;786661;11167;27591;62479;62;7;109
646873;Hradec Kr·lovÈ;3246;3447451;4128;0;0;121197;0;6688;0;184408;849946;2281084;1091;1;4984
646971;SlezskÈ P¯edmÏstÌ;7458;7618483;2378917;0;0;357875;0;883446;49962;426945;925976;2595362;924;220;5389
646997;Malöovice u Hradce Kr·lovÈ;3524;2372917;471604;0;0;518055;0;354404;4152;121974;231423;671305;747;328;1707
647047;T¯ebeö;4362;4632496;1333471;0;0;434245;54736;536416;106254;168901;345441;1653032;780;127;5192
647101;PraûskÈ P¯edmÏstÌ;7217;4944862;479539;0;0;622739;3155;859872;12666;237933;829841;1899117;1571;307;6400
647187;Nov˝ Hradec Kr·lovÈ;7152;24738703;295453;0;0;667263;0;420037;18457348;293658;794095;3810849;1245;248;8846
647209;Kukleny;3293;4027536;1780355;0;0;490375;5960;121376;11024;41163;596283;981000;820;6;1293
647225;Kluky;2223;1308974;118311;0;0;207062;0;257419;290877;110785;128723;195797;503;101;809
647233;Hradec nad Svitavou;4005;24710271;14867097;0;0;598546;39554;2864309;3771482;167992;272017;2129274;554;3;968
647241;Hradecko;2391;10385307;4570224;0;0;52549;0;163721;5028348;81179;111327;377959;66;24;176
647250;HradeËno;1650;6841054;2041320;813;0;154719;29341;65470;4153847;12725;84110;298709;189;33;335
647276;Hr·dek u Suöice;5200;7269790;1735059;0;0;174094;7616;2187346;2201410;127469;117253;719543;239;20;493
647284;Tedraûice;4199;6234491;2452019;0;0;89189;0;1309432;1729950;80986;81100;491815;79;5;243
647306;Hr·dek u Rokycan;1535;2952245;378760;0;0;232470;0;227676;1351128;105041;166156;491014;267;54;482
647314;Nov· Huù;1596;3100425;1092882;0;0;163681;0;172084;762238;74367;156221;678952;256;28;885
647322;Hr·dek u Nechanic;926;2762729;1626510;0;0;78189;52939;242452;523519;14817;45201;179102;71;0;139
647331;Hr·dek u Pardubic;723;1942520;929316;0;0;66988;0;36906;770781;7182;41162;90185;71;4;141
647349;Hr·dek u Znojma;3555;21687676;17304148;0;1204656;161555;0;253220;1132060;312799;220848;1098390;331;16;582
647357;Hr·dek;4905;9771117;1884057;0;0;316317;0;1264342;5520916;129502;139665;516318;518;14;941
647365;DolnÌ Sedlo;750;9439789;60145;0;0;137735;0;975743;8032652;14013;28556;190945;77;19;173
647373;DonÌn u Hr·dku nad Nisou;1725;3210466;1393834;0;0;402834;0;664052;233737;43636;134274;338099;326;9;525
647390;Hr·dek nad Nisou;3493;5510003;2047426;0;0;549628;0;680335;136991;214513;429042;1452068;654;191;1983
647403;LouËn·;1650;4676174;1111008;0;0;262714;0;1300387;1377603;98915;160380;365167;277;12;421
647411;»ernÌË u Hradeöic;1829;4304388;1996695;0;0;23853;0;1006490;676005;274596;41920;284829;32;3;131
647420;Hradeöice;2751;7024482;5651515;0;0;76297;2067;371119;506888;37393;92519;286684;106;5;214
647438;Smrkovec u Hradeöic;1119;3527685;2308763;0;0;30808;0;352716;255211;402565;28893;148729;34;1;87
647446;Hradisko;681;1609904;923553;0;0;87408;11944;173049;20596;49347;43217;300790;95;0;208
647454;HradiötÏ u Domaûlic;3528;5697631;2701560;0;0;49577;1053;995497;1597439;21630;62599;268276;70;7;156
647471;HradiötÏ u Kasejovic;1233;6760505;3580153;0;0;56524;0;1355205;965120;157798;74051;571654;70;4;193
647489;HradiötÏ pod BabÌ horou;3104;7810804;3842467;0;0;383343;0;1454736;1202283;108858;149096;670021;283;14;591
647519;Hradiötko u SadskÈ;2617;18245136;2719691;0;0;303465;67248;363588;13606547;135645;170531;878421;334;375;1091
647543;Hradiötko pod MednÌkem;6740;11890816;1834862;0;0;1232294;71098;529484;5979673;895554;250844;1097007;706;1582;2800
647560;Hradiöùko I;898;2881247;1646907;0;0;95242;2687;68377;194396;485764;89243;298631;148;1;332
647578;Hradiöùsk· Lhotka;788;1683770;695351;0;0;32175;0;719164;132569;5320;25813;73378;28;0;79
647586;Hradiöùsk˝ ⁄jezd;417;1804467;676689;0;0;51022;0;745032;149825;19395;35648;126856;28;1;96
647594;Hracholusky nad Berounkou;576;6828939;2968500;0;0;76348;27598;235331;3141451;83369;49656;246686;51;8;118
647608;Hracholusky u Prachatic;1082;8201849;4379956;0;0;54158;26754;1271649;1514180;129007;78754;747391;117;1;241
647616;Obora u Hracholusk;394;5799851;592466;0;0;34764;3069;1043752;3889510;11745;17621;206924;27;0;62
647624;Hrachovec;2300;4827639;1106434;0;0;316531;74201;657334;1785135;109685;98166;680153;297;40;640
647632;HrachoviötÏ u T¯ebonÏ;1977;4898776;2822248;0;0;25795;0;507443;1008321;239578;48079;247312;54;3;135
647641;Hranice u Aöe;3645;11375504;463422;0;0;432485;36806;6215953;2610364;130841;204751;1280882;467;74;977
647675;TrojmezÌ;887;7218179;285808;0;0;9484;0;3845810;2546372;71182;12885;446638;19;1;42
647683;Hranice;11184;16018605;3605420;0;0;1822525;84922;1117062;1816950;469360;1226489;5875877;1915;146;7333
647888;Hranice u Nov˝ch Hrad˘;1065;7221664;531692;0;0;136293;0;3647867;2174609;141220;62263;527720;134;1;266
647900;HraniËnÈ Petrovice;803;12154654;3463503;0;0;31648;0;4757491;3376555;59493;55662;410302;55;2;95
647918;Dobroöov u Hrazan;773;2318556;1209424;0;0;30066;0;494051;387312;25253;21098;151352;21;0;60
647926;Hraz·nky;627;1793751;1126079;0;0;25745;0;334715;178756;13670;24340;90446;39;0;72
647934;Hrazany;861;2626073;872291;0;0;62351;0;783226;626192;20482;26010;235521;35;1;56
647942;Klisinec;583;1754086;844717;0;0;32989;0;239826;480072;59262;26261;70959;29;0;69
647951;Hrbov;1467;7162420;3637199;0;0;45683;0;1098166;1884112;39929;62012;395319;77;1;142
647969;Hrbov u VelkÈho Mezi¯ÌËÌ;1900;3415181;1808868;0;0;49695;0;523538;765465;74582;34785;158248;51;6;118
647977;Sva¯enov;1210;2311996;1455187;0;0;53356;0;290545;357969;6625;22808;125506;41;7;139
647985;Hrbovice;529;730753;119161;0;0;58015;0;104139;0;37844;60094;351500;3;7;38
647993;HrËava;875;2891180;160327;0;0;40419;0;820195;1696301;2562;34918;136458;102;1;173
648001;HrdÏjovice;4929;8823237;5232605;0;0;186992;0;1163098;475300;198738;230083;1336421;515;2;813
648027;Hrdibo¯ice;825;3793554;2843797;159151;0;76222;2739;217551;29486;172638;55100;236870;73;0;165
648035;HrdlÌv;885;1701069;1002548;0;0;56572;4221;19420;338670;22839;57570;199229;166;4;283
648051;Hrdlo¯ezy u MladÈ Boleslavi;1410;9693595;3060956;0;0;208566;46337;292334;5590595;4641;97243;392923;245;23;518
648060;Hrdlo¯ezy u Suchdola nad LuûnicÌ;699;18095687;2448059;0;0;65297;0;417999;13818777;588143;41609;715803;81;0;243
648078;Hrdlovka-Nov˝ Dv˘r;385;5339117;147510;0;0;1360;0;199907;163165;23760;2212;4801203;1;0;21
648086;Hrdly;1107;4365025;3151622;0;0;37128;0;34365;433467;119807;91509;497127;108;2;318
648094;Hrejkovice;1338;6294459;3098300;0;0;68554;0;1360106;759809;379960;82493;545237;111;1;267
648116;Hrob;1961;3210038;94418;0;0;147034;27191;671011;1543224;29961;108324;588875;337;4;470
648124;K¯iûanov u Hrobu;583;3379331;162136;0;0;82190;0;106342;2711585;31148;19019;266911;42;4;127
648132;Ml˝ny;484;1891213;157751;0;0;15534;0;73317;1387705;17130;41763;198013;34;1;68
648141;Verne¯ice u Hrobu;704;2611631;36261;0;0;45963;2526;455570;1010714;369797;41727;649073;97;1;153
648159;Hrobce;691;1468164;1038375;0;0;50295;5029;16842;16215;93256;80954;167198;169;0;224
648167;HrobËice;719;4179415;2373280;0;0;56952;6477;635361;279459;47011;74730;706145;74;25;208
648175;ChouË;550;2820681;1562113;0;0;7522;0;445908;65909;10729;27827;700673;32;1;76
648183;KuËlÌn;440;1249193;836265;0;0;17777;0;89573;63389;9891;14019;218279;14;32;101
648191;Miroöovice;385;3108992;1896809;0;0;19832;29182;194152;626946;18020;30457;293594;45;2;86
648205;Mrzlice;301;1560938;340472;0;0;31509;0;585643;418031;9199;19556;156528;24;4;48
648213;Razice;630;4037914;2825365;0;0;44241;50426;148123;212489;52105;56158;649007;71;4;120
648221;TvrdÌn;214;2255912;1243632;0;0;19995;2753;169075;531776;22968;18712;247001;16;1;32
648230;Hrobice;1159;6148950;3319213;0;0;94802;0;596989;805895;552270;81225;698556;89;9;310
648248;Hrobice na MoravÏ;2109;4449248;1570550;0;0;144144;24422;440764;1259455;422716;178081;409116;158;0;355
648256;Hroby;793;3024247;1638303;0;0;78854;0;263659;652435;32993;38458;319545;49;0;172
648264;Kozmice u Ch˝nova;1678;5396689;1801783;0;0;72881;0;1396560;1757196;16245;45850;306174;55;1;124
648272;Laûany u Ch˝nova;947;3818219;1753221;0;0;46091;0;410457;1296047;54205;27968;230230;33;0;68
648281;Blansko u Hrochova T˝nce;549;1686889;1430806;0;0;35910;4834;35189;6263;39195;23455;111237;29;0;130
648299;Hroch˘v T˝nec;2062;5785931;4216499;0;0;191521;116794;188167;3736;103884;195347;769983;370;1;933
648311;StÌËany;462;1550189;1071914;0;0;38695;15167;127586;0;23310;50032;223485;100;0;203
648329;Hromnice;2206;15677627;2825765;0;0;203318;0;564513;10957571;42274;121529;962657;212;28;426
648337;Chotin·;1612;3486216;1135807;0;0;64568;0;225000;1761582;35744;41037;222478;65;3;170
648345;éichlice u Hromnic;1233;7811088;3902274;0;0;137880;16333;614957;2450378;74232;101402;513632;122;36;476
648353;HronÏtice;1460;6350416;5461500;0;0;86701;0;289704;10911;118324;114770;268506;120;0;311
648370;Hronov;3327;4327608;458576;0;0;427316;88385;408108;1768160;52492;418426;706145;923;40;1622
648396;ZbeËnÌk;2439;4798298;769622;0;0;222217;91901;1612675;1466883;21796;174364;438840;353;4;641
648400;Velk˝ D¯evÌË;1479;4181767;662034;0;0;224619;47565;1351228;1426113;50236;104164;315808;265;15;441
648418;éabokrky;402;1639235;102239;0;0;61419;3048;660451;513790;56049;58315;183924;52;1;100
648426;VelkÈ Po¯ÌËÌ;4228;7447968;3221158;0;0;498303;10831;1286822;1070885;179769;330748;849452;607;29;1207
648434;RokytnÌk;1126;6166151;447140;0;0;138367;53166;1616337;3560548;4256;60310;286027;130;2;237
648451;Mal· »ermn·;353;923484;364279;0;0;37043;3530;306375;89132;29659;17433;76033;44;0;76
648469;Hrotovice;2643;21228930;9058904;0;0;312684;289480;724685;9422486;400018;270587;750086;565;10;1080
648477;Hroubovice;780;1524206;558168;0;0;109117;19949;59750;614055;13235;59099;90833;160;5;238
648493;HroznÏtice;438;2933165;1375555;0;0;49174;0;487081;690846;180144;25150;125215;32;0;77
648507;Byst¯ice u HroznÏtÌna;570;4765727;1101248;0;0;16163;0;1977996;897080;176981;48033;548226;24;1;60
648515;HroznÏtÌn;3646;11513052;1943046;0;0;220659;4857;2552281;3361100;857732;191702;2381675;275;528;1337
648523;Ruprechtov u HroznÏtÌna;283;3348174;330403;0;0;15886;0;1949679;616641;131517;17200;286848;13;0;46
648540;Hroznov· Lhota;8172;9047977;6516560;0;307028;208694;5430;510430;703601;92270;259746;444218;422;12;1468
648558;Hrozov·;639;5344069;4591494;0;0;99776;0;232212;70324;55211;45136;249916;35;2;69
